Accession,Protein Name,Description,Gene Name,XIC S03,XIC S03bis,XIC S04,XIC S05,XIC S06,XIC S06bis,XIC S07,XIC S07bis,XIC S08,XIC S09,XIC S10,XIC S11,XIC S11bis,XIC S12,XIC S12bis,XIC S13,XIC S14,XIC S15
O55028,BCKD_MOUSE,Branched-chain alpha-ketoacid dehydrogenase kinase OS=Mus musculus OX=10090 ,Bckdk,1251000,1568400,1269960,1421050,1791000,1094150,4498660,3950230,519835,,,1476500,1987910,,1463930,,1617250,1205030
P10417,BCL2_MOUSE,Apoptosis regulator Bcl-2 OS=Mus musculus OX=10090 ,Bcl2,,,,430600,826765,602854,,569218,,,599230,238801,548286,565293,548213,,,708714
Q64373,B2CL1_MOUSE,Bcl-2-like protein 1 OS=Mus musculus OX=10090 ,Bcl2l1,,863411,,904328,1559500,1229860,,1600310,633031,,,1289210,1499500,1887430,1724320,,1183120,1729200
P59017,B2L13_MOUSE,Bcl-2-like protein 13 OS=Mus musculus OX=10090 ,Bcl2l13,,1044760,,,981253,973484,,1402930,1965390,,,857697,,1337180,931285,1524800,,747537
P70345,B2CL2_MOUSE,Bcl-2-like protein 2 OS=Mus musculus OX=10090 ,Bcl2l2,732059,1599960,,1434610,829256,1315500,1438000,1030730,1193630,628320,1753700,1640040,2020300,1474370,1255160,1687290,1451390,1278890
Q921K9,BCL7B_MOUSE,B-cell CLL/lymphoma 7 protein family member B OS=Mus musculus OX=10090 ,Bcl7b,490698,557732,206666,,337151,282570,397450,299190,,,395483,,359905,380282,586728,558366,477578,228966
O08664,BCL7C_MOUSE,B-cell CLL/lymphoma 7 protein family member C OS=Mus musculus OX=10090 ,Bcl7c,211870,141848,,100618,,226020,,,140470,,,,179352,,223029,246997,,186453
Q6PAJ1,BCR_MOUSE,Breakpoint cluster region protein OS=Mus musculus OX=10090 ,Bcr,1039330,1565270,624332,1293720,1419920,1725640,1153330,1474300,1210770,914697,1702300,1061640,1169880,1437670,1399830,934878,1511890,1082020
Q9CZP5,BCS1_MOUSE,Mitochondrial chaperone BCS1 OS=Mus musculus OX=10090 ,Bcs1l,,1263700,,629399,600246,1071640,1156560,1246010,4179110,,985582,1211490,1240680,937341,946241,,,808578
Q80XN0,BDH_MOUSE,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 ",Bdh1,4386460,4554020,3273190,2843380,4494150,4155890,6302330,6165260,4394150,4616020,4236500,4690820,4003220,3803590,3392690,3892440,3290690,4670300
Q8JZV9,DHRS6_MOUSE,Dehydrogenase/reductase SDR family member 6 OS=Mus musculus OX=10090 ,Bdh2,1105900,1080050,1869690,2012430,2350800,1747540,1436280,1737560,1587540,872851,1461080,1444230,1123230,1632830,1580320,1520350,1019710,1583900
O88597,BECN1_MOUSE,Beclin-1 OS=Mus musculus OX=10090 ,Becn1,381474,525971,,,373169,,376832,,505061,,205710,495923,316892,159041,172873,406860,,593741
P28653,PGS1_MOUSE,Biglycan OS=Mus musculus OX=10090 ,Bgn,31001200,25622300,45602300,30961600,59254300,45050000,47191200,40972700,36976400,42115800,44677600,88678200,68829300,66910800,44937100,35008700,41366400,43907900
Q8BR07,BICD1_MOUSE,Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 ,Bicd1,695690,808884,,1248250,1067880,1502520,1484510,1087940,,1470000,1833340,1324340,1633270,951113,967025,,966360,1269290
O08539,BIN1_MOUSE,Myc box-dependent-interacting protein 1 OS=Mus musculus OX=10090 ,Bin1,7644120,12653200,6548060,11483200,13655500,11504600,25774400,21749200,9065020,5747740,10943100,12099000,11173900,10879100,11554900,8372090,11058700,13427100
Q62210,BIRC2_MOUSE,Baculoviral IAP repeat-containing protein 2 OS=Mus musculus OX=10090 ,Birc2,917530,1325530,,1845550,,,,,,1050050,1780980,,1158150,1580180,,929297,1304330,659392
O88738,BIRC6_MOUSE,Baculoviral IAP repeat-containing protein 6 OS=Mus musculus OX=10090 ,Birc6,,820684,,706996,666128,1342200,904087,864248,513385,,891336,574570,725475,865049,726148,,790318,861054
Q8VD62,CK068_MOUSE,UPF0696 protein C11orf68 homolog OS=Mus musculus OX=10090 ,Bles03,2036670,5472160,,5551520,4640200,5129780,4327220,4446290,4354460,,5996430,5484380,4962040,4943740,4096490,4034410,3651300,5485600
Q8R016,BLMH_MOUSE,Bleomycin hydrolase OS=Mus musculus OX=10090 ,Blmh,14859000,6929110,,3990230,5124950,6345270,6782110,8137860,7611250,13504300,7307680,7287170,7294340,8003270,8692060,6063860,6603960,6891840
O55102,BL1S1_MOUSE,Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Mus musculus OX=10090 ,Bloc1s1,1530860,1707960,1836100,1456720,1555260,1657710,1546640,1616420,1177710,1812910,1679480,1643030,1687910,1430560,1677840,2222830,1517090,1548640
Q9CWG9,BL1S2_MOUSE,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Mus musculus OX=10090 ,Bloc1s2,756021,756453,779256,741933,,197507,,931010,1195630,1250330,1089210,,670654,632683,646701,1073350,575564,992934
Q8VED2,BL1S4_MOUSE,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus OX=10090 ,Bloc1s4,,,,667074,,562353,,475082,,,,,527727,331914,,,560750,801041
A2RSJ4,BLT3B_MOUSE,Bridge-like lipid transfer protein family member 3B OS=Mus musculus OX=10090 ,Bltp3b,,295056,,56788,,,,,,,,,,,445014,,239324,65656
Q9CY64,BIEA_MOUSE,Biliverdin reductase A OS=Mus musculus OX=10090 ,Blvra,16713100,15775600,16693000,16913700,11616900,16786800,17616100,17003600,15795700,16578800,15080000,13796700,16458600,14334400,16089900,15032000,15762300,16595600
Q923D2,BLVRB_MOUSE,Flavin reductase (NADPH) OS=Mus musculus OX=10090 ,Blvrb,6289830,6333680,6181840,7281480,5504780,5620930,6713720,7711700,7560150,8221110,7166490,5176980,4111680,6737140,6558220,13637500,10028000,6277060
O35607,BMPR2_MOUSE,Bone morphogenetic protein receptor type-2 OS=Mus musculus OX=10090 ,Bmpr2,,,,,,,,,,,,,,,,,,
Q6QD59,SEC20_MOUSE,Vesicle transport protein SEC20 OS=Mus musculus OX=10090 ,Bnip1,1650070,1371450,1380590,2014630,,1216760,2000050,1963000,1934520,1506330,1558910,,1261480,1654770,1310330,2142250,1727060,1211150
O55003,BNIP3_MOUSE,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Mus musculus OX=10090 ,Bnip3,,,697957,340239,,587555,,,,383700,553338,,437185,,,460897,,
Q9D8S9,BOLA1_MOUSE,BolA-like protein 1 OS=Mus musculus OX=10090 ,Bola1,5464490,4931030,6676020,5769820,4169760,4129150,4535050,6911300,6529420,6058440,5006280,5449120,5733450,5387130,4709450,7632680,4067560,6302470
Q8BGS2,BOLA2_MOUSE,BolA-like protein 2 OS=Mus musculus OX=10090 ,Bola2,3004850,5101060,4772380,7388750,3537880,6723160,6162200,6095790,7234610,5923240,6424700,6000940,7113210,6653760,5681420,8333680,6790120,6439880
P97452,BOP1_MOUSE,Ribosome biogenesis protein BOP1 OS=Mus musculus OX=10090 ,Bop1,,133346,,141281,,71953,194697,203457,,,153317,,128174,,126167,,188858,134605
Q9D920,BORC5_MOUSE,BLOC-1-related complex subunit 5 OS=Mus musculus OX=10090 ,Borcs5,,,211434,,,300704,118370,186013,,271809,,,,152922,,,,146090
Q9D6W8,BORC6_MOUSE,BLOC-1-related complex subunit 6 OS=Mus musculus OX=10090 ,Borcs6,1103860,1339650,1018440,932292,526194,872260,626645,1047620,1328930,1189450,910768,763086,828211,1025990,1161170,1060920,1103600,622325
Q9CRC6,BORC7_MOUSE,BLOC-1-related complex subunit 7 OS=Mus musculus OX=10090 ,Borcs7,2747950,1755360,5739220,1983540,,1224980,,2981840,2345500,6642600,4637390,,3326720,,1415560,4439840,,3019010
P15327,PMGE_MOUSE,Bisphosphoglycerate mutase OS=Mus musculus OX=10090 ,Bpgm,1083300,1354050,1514500,,1582770,1727220,3006070,4657440,2412020,2223620,1958390,2045240,2447450,1875210,1285450,3159540,1777290,963069
Q8R164,BPHL_MOUSE,Valacyclovir hydrolase OS=Mus musculus OX=10090 ,Bphl,,2577470,,3232630,3038960,4108280,4450140,5814730,2451880,,3452470,3406680,4393790,3861510,4225030,1256220,3642510,3709930
Q9Z0S1,BPNT1_MOUSE,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Mus musculus OX=10090 ",Bpnt1,12000600,14279600,12972400,11470800,13418400,12426500,14997800,15111000,12800200,12945700,14020700,14746300,13739200,14001300,13096900,13269200,13008700,13903500
P28028,BRAF_MOUSE,Serine/threonine-protein kinase B-raf OS=Mus musculus OX=10090 ,Braf,2601830,2970450,1644340,2733510,2059340,1455370,1419650,2436300,1469200,,2998680,1765070,2702720,2162570,2579820,1878600,1907330,3096820
Q99MP8,BRAP_MOUSE,BRCA1-associated protein OS=Mus musculus OX=10090 ,Brap,,2187080,,1232280,,1267710,,1468210,,308543,1618170,1450780,1156790,1324150,1356720,,895296,1329000
P46737,BRCC3_MOUSE,Lys-63-specific deubiquitinase BRCC36 OS=Mus musculus OX=10090 ,Brcc3,2513340,1391800,2148420,882200,1403080,2034320,1396250,1543430,2891440,1973390,2986820,1664900,2026240,1235660,1415910,2824810,,1019950
Q91VR8,BRK1_MOUSE,Protein BRICK1 OS=Mus musculus OX=10090 ,Brk1,,3666710,,1217590,,2680440,3732290,2003280,4131470,,,,2948970,2162900,3866460,5771530,1813190,2374710
Q8K2Q7,BROX_MOUSE,BRO1 domain-containing protein BROX OS=Mus musculus OX=10090 ,Brox,18221100,17551200,14341300,15573200,15725500,17591700,15228500,17149900,13362400,15595600,16363700,14733600,16571200,16815200,15954700,15637100,16009400,14965600
Q5RJI5,BRSK1_MOUSE,Serine/threonine-protein kinase BRSK1 OS=Mus musculus OX=10090 ,Brsk1,3915780,3218940,3084080,,2822170,2888180,2628740,3180500,2078210,2976060,3058570,2757160,3055430,2003520,3050010,2650610,2689010,3292280
Q69Z98,BRSK2_MOUSE,Serine/threonine-protein kinase BRSK2 OS=Mus musculus OX=10090 ,Brsk2,2205440,2618020,2658740,3346050,2159220,2061400,3205540,1608320,2972350,2865080,1726610,3084800,2235490,2315760,1602120,2476160,2358170,5122060
P18572,BASI_MOUSE,Basigin OS=Mus musculus OX=10090 ,Bsg,28505200,23484700,23103600,26516800,18736600,23226600,41869100,17770400,21679200,18728900,14160900,18904300,17554800,16843000,21014800,24357100,20405300,44271700
Q8R2Q8,BST2_MOUSE,Bone marrow stromal antigen 2 OS=Mus musculus OX=10090 ,Bst2,2078530,2160440,,2377770,2262840,2529050,3079860,2575730,2186610,1818840,3682680,1099760,2978920,2524030,2701730,3012430,2867750,1253620
Q64152,BTF3_MOUSE,Transcription factor BTF3 OS=Mus musculus OX=10090 ,Btf3,,2208530,,1234600,1648090,1784380,2815160,2011650,1677890,1114950,1514860,,1718350,1021750,1519210,1432650,2001870,1266140
Q9CQH7,BT3L4_MOUSE,Transcription factor BTF3 homolog 4 OS=Mus musculus OX=10090 ,Btf3l4,7188110,16019300,7503640,9004480,7935840,9831950,7267900,4454730,3555680,6451710,9807630,8232040,8792840,7252710,2809300,2210140,9409040,1491720
Q9WVA3,BUB3_MOUSE,Mitotic checkpoint protein BUB3 OS=Mus musculus OX=10090 ,Bub3,1583930,2370570,1881370,1828160,1819990,1845200,2290600,1834820,2014100,1873290,1443680,1661000,1575020,2057850,1848390,1947250,1931580,1788470
Q6PGH1,BUD31_MOUSE,Protein BUD31 homolog OS=Mus musculus OX=10090 ,Bud31,,,,1243790,869891,1120270,969149,931841,,,,,1607860,973948,1421300,,963150,797881
Q9CQC6,5MP2_MOUSE,eIF5-mimic protein 2 OS=Mus musculus OX=10090 ,Bzw1,7707980,5528560,8511460,6871720,8169070,7553350,4964900,6935490,8247120,9413280,5635570,8429670,2929090,7393080,5816870,6143610,5272300,6039790
Q91VK1,5MP1_MOUSE,eIF5-mimic protein 1 OS=Mus musculus OX=10090 ,Bzw2,,2044240,,1018070,2234830,2355690,4066200,4091670,2787360,4847290,2129290,1878380,2618710,2322780,2316380,3430990,3187250,2251860
P14106,C1QB_MOUSE,Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 ,C1qb,,,958493,,485639,1722650,,1423360,,,,,,,,,,
O35658,C1QBP_MOUSE,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 ",C1qbp,22561300,6265610,15855400,19767400,22316500,20089400,35861300,38224600,19296800,19900200,25657400,28279300,28077000,25469300,25332100,28998200,20736500,27805200
Q8K479,C1QT5_MOUSE,Complement C1q tumor necrosis factor-related protein 5 OS=Mus musculus OX=10090 ,C1qtnf5,1765170,1818190,2859370,1229340,507244,970516,,1287650,1112550,1663830,1326590,454736,1279340,524320,1309460,1707010,,1704010
Q8CG14,CS1A_MOUSE,Complement C1s-1 subcomponent OS=Mus musculus OX=10090 ,C1s1,,,,1302460,1360920,1009880,1805740,1754920,,,1089430,,964962,1318460,2670850,,,996913
P21180,CO2_MOUSE,Complement C2 OS=Mus musculus OX=10090 ,C2,1880100,1079260,,,,,1125900,,1877390,2149740,,,,,1473550,,,2757400
E9Q3C1,C2CD2_MOUSE,C2 domain-containing protein 2 OS=Mus musculus OX=10090 ,C2cd2,506163,456546,580276,199327,319132,385828,,548136,346066,589373,471351,311146,435439,217201,339510,449679,,475755
Q80X80,C2C2L_MOUSE,Phospholipid transfer protein C2CD2L OS=Mus musculus OX=10090 ,C2cd2l,373723,584699,615880,428059,663044,767434,1029830,621004,463876,157078,933421,,781827,1331390,500150,561857,615377,924231
P01027,CO3_MOUSE,Complement C3 OS=Mus musculus OX=10090 ,C3,47431800,43789700,41598800,39925400,35222400,36365500,32006500,32492700,25213400,26204700,19407600,24464200,24266000,35548500,31680400,20401600,30516800,16439700
P01029,CO4B_MOUSE,Complement C4-B OS=Mus musculus OX=10090 ,C4b,3874050,3608410,5280160,3966760,4540640,5331490,3243650,3939320,4693320,3488880,3903020,3261710,6693490,4512560,2772600,4982090,5330060,2231420
P06684,CO5_MOUSE,Complement C5 OS=Mus musculus OX=10090 ,C5,1158630,1968480,1816030,2132970,1174080,1376690,1105830,1947450,4144410,4506030,927901,950801,1297650,1561410,1911450,2932020,1276990,1506410
E9Q6D8,E9Q6D8_MOUSE,Complement component C6 OS=Mus musculus OX=10090 ,C6,,167776,,,,,,,2306740,2450390,,,,,,2475660,,1100090
D3YXF5,D3YXF5_MOUSE,Complement component 7 OS=Mus musculus OX=10090 ,C7,,,,,,,,,4911770,4407170,,,,,,4229770,,5344300
Q8K182,CO8A_MOUSE,Complement component C8 alpha chain OS=Mus musculus OX=10090 ,C8a,1196850,1845570,,,,,1734660,1105690,6675240,6899090,,,,1079740,1205340,7115280,1006580,5077630
Q8BH35,CO8B_MOUSE,Complement component C8 beta chain OS=Mus musculus OX=10090 ,C8b,,934659,,,,,,960405,5725510,2841760,,,,649301,916158,5274330,,2080130
P06683,CO9_MOUSE,Complement component C9 OS=Mus musculus OX=10090 ,C9,2267080,1866830,1361230,1845220,1613920,1647290,1682970,2851610,10313900,7791190,3105570,623437,,2142220,1679740,8863810,2560740,4533110
P13634,CAH1_MOUSE,Carbonic anhydrase 1 OS=Mus musculus OX=10090 ,Ca1,,1190640,,,2106310,2880640,5263600,6599220,3689780,7021290,,3389590,,1154790,,8275220,2223750,3276480
Q9D6N1,CAH13_MOUSE,Carbonic anhydrase 13 OS=Mus musculus OX=10090 ,Ca13,2964770,2321990,,2266440,2883410,,2497540,,,513668,1720410,2096030,,2448820,,,2795380,
P00920,CAH2_MOUSE,Carbonic anhydrase 2 OS=Mus musculus OX=10090 ,Ca2,19883800,11934500,23355100,19582200,34028000,23815200,41147600,28306500,17442300,22358700,23020100,24174000,21828800,27776600,22347300,14211200,17566600,20939300
P16015,CAH3_MOUSE,Carbonic anhydrase 3 OS=Mus musculus OX=10090 ,Ca3,311068000,346815000,629654000,365264000,278981000,250122000,511503000,466434000,443283000,315550000,113147000,326462000,356792000,381432000,358770000,252993000,303515000,134932000
Q64444,CAH4_MOUSE,Carbonic anhydrase 4 OS=Mus musculus OX=10090 ,Ca4,745744,,1739610,,351020,,1141490,,1872650,1174770,,,,,,,,
Q9QZA0,CAH5B_MOUSE,"Carbonic anhydrase 5B, mitochondrial OS=Mus musculus OX=10090 ",Ca5b,1977860,,,1232430,1277420,,2568150,2097990,2359050,,,2388870,1551340,3156610,2789910,1603980,2107160,
Q06138,CAB39_MOUSE,Calcium-binding protein 39 OS=Mus musculus OX=10090 ,Cab39,18641500,17431800,20591100,20614100,24792600,29228100,30514900,25222300,25118300,21755200,24547500,26245100,24050600,26603000,24916900,16693300,19496200,27915200
Q9DB16,CB39L_MOUSE,Calcium-binding protein 39-like OS=Mus musculus OX=10090 ,Cab39l,19470100,16482100,17651100,17177800,21369100,18716900,21807700,19140900,22230400,16496300,18077900,18317800,18129400,18830600,20772800,23080300,17897700,20138300
Q9JLK7,CABP1_MOUSE,Calcium-binding protein 1 OS=Mus musculus OX=10090 ,Cabp1,1687350,1219270,,1410940,936051,1634100,1414760,1274340,1658540,,1340720,1508620,1241520,1295300,1396220,1652260,742369,1275170
Q02789,CAC1S_MOUSE,Voltage-dependent L-type calcium channel subunit alpha-1S OS=Mus musculus OX=10090 ,Cacna1s,,,,,,,4305260,4400000,,,,,,,,,,
O08532,CA2D1_MOUSE,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 ,Cacna2d1,5878330,4441560,4675760,3544140,5562520,4649330,9633700,8941080,5595700,4959410,4713050,4800710,4542910,4992240,4885770,5722810,4314140,4755740
Q8R3Z5,CACB1_MOUSE,Voltage-dependent L-type calcium channel subunit beta-1 OS=Mus musculus OX=10090 ,Cacnb1,,,,,,,2860070,3525420,,,,,,,,,,
P54285,CACB3_MOUSE,Voltage-dependent L-type calcium channel subunit beta-3 OS=Mus musculus OX=10090 ,Cacnb3,1293480,850243,1656390,813829,1241800,921755,1318410,1224800,827310,1592400,1299740,,1128370,1083770,825458,734071,1263570,949189
Q9CXW3,CYBP_MOUSE,Calcyclin-binding protein OS=Mus musculus OX=10090 ,Cacybp,14959600,16218900,12799100,14457700,14365100,12899400,14989000,14915100,13581100,14953900,16364200,14216000,15278600,13666200,14022700,16268300,12490600,16056500
B2RQC6,PYR1_MOUSE,Multifunctional protein CAD OS=Mus musculus OX=10090 ,Cad,4094030,3476350,3461980,9605900,3010220,3134220,3086550,4529650,2044250,3483280,4428130,3314580,3847640,5336470,3575290,1907300,5123940,4377300
Q8R5M8,CADM1_MOUSE,Cell adhesion molecule 1 OS=Mus musculus OX=10090 ,Cadm1,14441900,12238400,10226200,10306800,12170900,12436300,10954400,12706000,12929400,6499130,12010700,10156300,12220000,11138700,11492000,12160400,11225200,11368900
Q8BLQ9,CADM2_MOUSE,Cell adhesion molecule 2 OS=Mus musculus OX=10090 ,Cadm2,4346020,5967730,7893820,5809580,9407080,7671700,7628440,6326580,6670050,5295080,7148660,6399870,6510380,8120400,6158250,8361900,4238420,5081830
Q99N28,CADM3_MOUSE,Cell adhesion molecule 3 OS=Mus musculus OX=10090 ,Cadm3,134799000,134643000,115647000,93104400,129160000,120686000,62502700,74133500,121916000,113265000,68804200,55465800,41691100,63522800,61280800,121369000,102484000,69834300
Q8R464,CADM4_MOUSE,Cell adhesion molecule 4 OS=Mus musculus OX=10090 ,Cadm4,63860500,142342000,60335000,116898000,133620000,136407000,121772000,133530000,134169000,53814800,142293000,123088000,139082000,108299000,135558000,142046000,121028000,166684000
Q80TJ1,CAPS1_MOUSE,Calcium-dependent secretion activator 1 OS=Mus musculus OX=10090 ,Cadps,12644800,10945800,13341500,11024000,11737400,11919100,12627000,10843300,9344150,11043000,13392300,11289900,11958700,10714100,10515800,9313640,9508400,13119300
P12658,CALB1_MOUSE,Calbindin OS=Mus musculus OX=10090 ,Calb1,4411460,3792460,1024680,3480280,3922710,3990730,5801120,3663530,2541970,1444260,3571030,5392290,4185130,4092450,3294150,3077350,1537840,4257700
Q08331,CALB2_MOUSE,Calretinin OS=Mus musculus OX=10090 ,Calb2,36602900,35392100,36843500,44375000,35660000,34094100,35353400,33086300,49298300,33256100,31023700,34042500,30529500,31913300,29634100,49863800,26751800,42508300
P70160,CALC_MOUSE,Calcitonin OS=Mus musculus OX=10090 ,Calca,,3323250,,1898730,2851230,2630220,3980900,4169670,6222090,,2792680,3227640,2760350,2972690,1762330,5410590,2865270,3323270
Q8CGU1,CACO1_MOUSE,Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 ,Calcoco1,671385,1023070,1029480,771617,535456,819325,694572,,347235,1128750,656030,445745,728891,492526,790112,826521,,885362
E9QA15,E9QA15_MOUSE,Caldesmon 1 OS=Mus musculus OX=10090 ,Cald1,25707300,23865200,30062300,34706400,25150800,25197700,19632800,21652300,29567000,30660900,22355700,32264300,29355900,32034800,29729800,26568600,37379100,18857000
Q8R100,CAHM5_MOUSE,Calcium homeostasis modulator protein 5 OS=Mus musculus OX=10090 ,Calhm5,5978140,1962940,,2882190,3723370,3660350,3583970,2878150,3718330,,3033580,3361460,2857350,2890330,3118620,2157540,2747520,3109800
P14211,CALR_MOUSE,Calreticulin OS=Mus musculus OX=10090 ,Calr,24337600,42046900,33436000,47930500,41205800,48713500,45463100,40296100,49587900,25873300,39107100,37668200,44224800,43194900,48838300,43596400,40486200,32945300
O35887,CALU_MOUSE,Calumenin OS=Mus musculus OX=10090 ,Calu,21174000,13295100,16021600,38893000,27464600,36159400,41438400,40451500,20225100,17728800,34949000,29414200,34679700,37873600,28750800,42960400,31538100,29552500
Q91YS8,KCC1A_MOUSE,Calcium/calmodulin-dependent protein kinase type 1 OS=Mus musculus OX=10090 ,Camk1,,1005660,,3831490,3543540,4155780,4390210,3925340,1613150,,3907100,3284990,4021960,3118070,3865840,5670170,3664280,3932940
Q8BW96,KCC1D_MOUSE,Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus OX=10090 ,Camk1d,7866750,12439800,12722600,10458400,13273400,13925600,10216400,10885900,13019900,,12146000,11162100,11712500,13211900,12521500,12443900,10469100,14125300
P11798,KCC2A_MOUSE,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus OX=10090 ,Camk2a,704155,1015500,895063,984306,1245960,1214300,5073670,5302240,1163850,907725,953970,1243880,1277780,1535030,1038000,1494690,1100650,1288020
